,name,brand,rating,price,processor_brand,num_processor,processor_speed,ram,memory_inbuilt,battery_capacity,charger,charging,display_size_inches,pixel,resolution_width,resolution_height,ppi,frequency_display_hz,primary_front_camera,secondry_front_camera,primary_rear_camera,secondry_rear_camera,os_brand,version,memory_card_upto,sim,is_5G,is_wifi
214,Huawei MatePad SE 10.4,Huawei,4.4,23990,Snapdragon,8.0,2.4,3,32.0,7250.0,22.5,Fast,10.4,1200x2000,1200.0,2000.0,224.27,,2.0,,5.0,,,,Supported,Single Sim,not_available,Wi-Fi
215,Lenovo Tab P11 Pro 2nd Gen (Wi-Fi + 8 GB + 256 GB),Lenovo,4.35,32999,Kompanio,8.0,2.6,8,256.0,8000.0,20.0,Fast,11.2,1536x2560,1536.0,2560.0,266.56,120.0,8.0,,13.0,,,,Supported,,not_available,Wi-Fi
216,Lenovo Yoga Paper E Ink Tablet,Lenovo,4.55,29999,Helio,8.0,2.05,8,128.0,8500.0,,,11.0,2000x1200,2000.0,1200.0,212.03,,8.0,,13.0,,,,512GB,,not_available,Wi-Fi
217,Apple iPad Pro 12.9 2022 Tablet (512GB),Apple,4.55,147090,Apple,8.0,,8,512.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iPadOS,16.0,,Single Sim,5G,Wi-Fi
218,Apple iPad Pro 11 2022 Tablet (Wi-Fi + 512GB),Apple,4.0,108532,Apple,8.0,,8,512.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iPadOS,16.0,,,not_available,Wi-Fi
219,Apple iPad Pro 11 2022 Tablet (512GB),Apple,4.15,118390,Apple,8.0,,8,512.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iPadOS,16.0,,Single Sim,5G,Wi-Fi
220,Apple iPad Pro 11 2022 Tablet (2TB),Apple,4.5,200673,Apple,8.0,,16,2000.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iPadOS,16.0,,Single Sim,5G,Wi-Fi
221,Apple iPad Pro 11 2022 Tablet (256GB),Apple,4.55,103900,Apple,8.0,,8,256.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iPadOS,16.0,,Single Sim,5G,Wi-Fi
222,Apple iPad Pro 12.9 2022 Tablet (1TB),Apple,4.4,183990,Apple,8.0,,16,1000.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iPadOS,16.0,,Single Sim,5G,Wi-Fi
223,Apple iPad Pro 12.9 2022 Tablet (2TB),Apple,4.65,230740,Apple,8.0,,16,2000.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iPadOS,16.0,,Single Sim,5G,Wi-Fi
224,Apple iPad Pro 12.9 2022 Tablet (Wi-Fi + 2TB),Apple,4.15,216191,Apple,8.0,,16,2000.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iPadOS,16.0,,,not_available,Wi-Fi
225,Apple iPad Pro 11 2022 Tablet (Wi-Fi + 1TB),Apple,4.55,147328,Apple,8.0,,16,1000.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iPadOS,16.0,,,not_available,Wi-Fi
226,Apple iPad Pro 12.9 2022 Tablet (Wi-Fi + 256GB),Apple,4.3,118939,Apple,8.0,,8,256.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iPadOS,16.0,,,not_available,Wi-Fi
227,Apple iPad Pro 12.9 2022 Tablet (Wi-Fi + 128GB),Apple,4.6,105290,Apple,8.0,,8,128.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iPadOS,16.0,,,not_available,Wi-Fi
228,Apple iPad Pro 12.9 2022 Tablet (256GB),Apple,4.2,128590,Apple,8.0,,8,256.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iPadOS,16.0,,Single Sim,5G,Wi-Fi
229,Apple iPad Pro 11 2022 Tablet,Apple,4.0,90390,Apple,8.0,,8,128.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iPadOS,16.0,,Single Sim,5G,Wi-Fi
230,Apple iPad Pro 12.9 2022 Tablet (Wi-Fi + 512GB),Apple,4.6,133090,Apple,8.0,,8,512.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iPadOS,16.0,,,not_available,Wi-Fi
231,Apple iPad Pro 11 2022 Tablet (Wi-Fi + 256GB),Apple,4.75,88990,Apple,8.0,,8,256.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iPadOS,16.0,,,not_available,Wi-Fi
232,Apple iPad Pro 11 2022 Tablet (1TB),Apple,4.2,161877,Apple,8.0,,16,1000.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iPadOS,16.0,,Single Sim,5G,Wi-Fi
233,Samsung Galaxy Tab Active Pro,Samsung,4.25,122846,Snapdragon,8.0,2.0,4,64.0,7600.0,15.0,Fast,10.1,1920x1200,1920.0,1200.0,224.17,,8.0,,13.0,,,,Supported,Single Sim,not_available,Wi-Fi
234,Apple iPad Pro 10th Gen Tablet,Apple,4.05,106990,Apple,8.0,,8,256.0,7938.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iOS,16.0,,Single Sim,5G,Wi-Fi
235,Lenovo Tab M10 HD 2nd Gen Tablet (Wi-Fi + 3GB + 32GB),Lenovo,4.4,9999,Helio,8.0,2.0,6,32.0,5000.0,,,10.1,1280x800,1280.0,800.0,149.45,,5.0,,8.0,,,,256GB,,not_available,Wi-Fi
236,Nokia T10 Tablet (Wi-Fi+4GB+64GB),Nokia,4.45,10049,Tiger,8.0,2.0,4,64.0,5250.0,,,8.0,800x1280,800.0,1280.0,188.68,,2.0,,8.0,,,,Supported,,not_available,Wi-Fi
237,Oukitel RT2 Tablet,Oukitel,4.3,18990,Helio,8.0,2.0,8,128.0,20000.0,33.0,Fast,10.1,1920x1200,1920.0,1200.0,224.17,,16.0,,16.0,,,,1TB,Dual Sim,not_available,Wi-Fi
238,Lenovo M10 Plus 3rd Gen Tablet (LTE),Lenovo,4.7,18999,Snapdragon,8.0,2.4,6,128.0,7700.0,,Fast,10.61,2000x1200,2000.0,1200.0,219.83,,8.0,,8.0,,,,1TB,Single Sim,not_available,Wi-Fi
239,Honor Pad 8 (6GB RAM + 128GB),Honor,4.5,18494,Snapdragon,8.0,2.4,6,128.0,7250.0,22.5,Fast,12.0,2000x1200,2000.0,1200.0,194.37,,5.0,,5.0,,,,512GB,,not_available,Wi-Fi
240,Lenovo Tab M10 FHD 3rd Gen Tablet (Wi-Fi Only),Lenovo,4.45,10999,Tiger,8.0,1.8,4,64.0,5100.0,,,10.1,1920x1200,1920.0,1200.0,224.17,,5.0,,8.0,,,,128GB,,not_available,Wi-Fi
241,Google Pixel Tablet Pro,Google,4.2,45990,,,,8,128.0,7100.0,,Fast,12.1,1200x2000,1200.0,2000.0,192.76,120.0,8.0,,12.0,12.0,,,,,not_available,Wi-Fi
242,iKall N15 4G Tablet (4GB RAM + 64GB),iKall,4.45,10990,Octa,8.0,2.0,4,64.0,6000.0,,,10.0,1280x800,1280.0,800.0,150.94,,8.0,,13.0,,,,128GB,Single Sim,not_available,Wi-Fi
243,Lenovo Tab P11 Pro (2nd Gen),Lenovo,4.25,37990,Kompanio,8.0,2.6,4,128.0,7700.0,20.0,Fast,11.2,1200x2000,1200.0,2000.0,208.25,120.0,8.0,,13.0,,,,1TB,Single Sim,not_available,Wi-Fi
244,Blackview Tab 13,Blackview,4.1,13990,Helio,8.0,2.0,6,128.0,7280.0,,,10.1,1920x1200,1920.0,1200.0,224.17,,8.0,,13.0,0.3,,,1TB,Dual Sim,not_available,Wi-Fi
245,Lenovo Xiaoxin Pad Pro 2022,Lenovo,4.3,45990,Snapdragon,8.0,3.2,8,128.0,8200.0,68.0,Fast,11.2,2560x1536,2560.0,1536.0,266.56,120.0,8.0,,8.0,,,,1TB,Dual Sim,not_available,Wi-Fi
246,Xiaomi Mi Pad 5 Pro 12.4 inch Tablet,Xiaomi,4.3,35990,Snapdragon,8.0,3.2,6,128.0,10000.0,67.0,Fast,12.4,1600x2560,1600.0,2560.0,243.46,120.0,8.0,,50.0,2.0,Android,12.0,,Single Sim,5G,Wi-Fi
247,Teclast P30 Air Tablet,Teclast,4.15,7990,Helio,8.0,2.0,4,64.0,6000.0,,Fast,10.1,1920x1200,1920.0,1200.0,224.17,,5.0,,8.0,,,,1TB,Single Sim,not_available,Wi-Fi
248,Xiaomi Redmi Tablet,Xiaomi,4.25,29990,Snapdragon,8.0,,6,128.0,7800.0,67.0,Fast,10.1,1200x2000,1200.0,2000.0,230.93,,8.0,,13.0,,Android,12.0,,Single Sim,5G,Wi-Fi
249,Samsung Galaxy Tab A7 2022,Samsung,4.65,19999,Tiger,8.0,2.0,3,32.0,7040.0,15.0,Fast,10.4,1200x2000,1200.0,2000.0,224.27,,5.0,,8.0,,,,1TB,Single Sim,not_available,Wi-Fi
250,Realme Pad X Tablet (Wi-Fi Only),Realme,4.0,17999,Snapdragon,8.0,2.2,4,64.0,8340.0,33.0,Fast,10.95,1200x2000,1200.0,2000.0,213.0,,8.0,,13.0,,,,512GB,,not_available,Wi-Fi
251,Honor Tablet 8,Honor,4.4,15499,Snapdragon,8.0,2.4,4,128.0,7250.0,22.5,Fast,12.0,2000x1200,2000.0,1200.0,194.37,,5.0,,5.0,,,,512GB,,not_available,Wi-Fi
252,Honor Pad 8,Honor,4.2,17999,Snapdragon,8.0,2.4,4,128.0,7250.0,22.5,Fast,12.0,2000x1200,2000.0,1200.0,194.37,,5.0,,5.0,,,,512GB,,not_available,Wi-Fi
253,Nokia T10 Tablet (Wi-Fi+32GB),Nokia,4.0,11799,Tiger,8.0,2.0,3,32.0,5250.0,,,8.0,800x1280,800.0,1280.0,188.68,,2.0,,8.0,,,,Supported,,not_available,Wi-Fi
254,Nokia T10 Tablet,Nokia,4.45,10749,Tiger,8.0,2.0,3,32.0,5250.0,,,8.0,800x1200,800.0,1200.0,180.28,,2.0,,8.0,,,,Supported,Single Sim,not_available,Wi-Fi
255,Nothing Tab 1,Nothing,4.0,26990,Octa,8.0,,6,128.0,7000.0,45.0,Fast,10.1,1600x2560,1600.0,2560.0,298.9,120.0,8.0,,12.0,,,,512GB,Dual Sim,5G,Wi-Fi
256,Amazon Fire 7 2022 Tablet,Amazon,4.6,8990,Quad,4.0,2.0,2,32.0,,,,7.0,1024x600,1024.0,600.0,169.55,,2.0,,2.0,,,,1TB,,,Wi-Fi
257,DOMO Slate X17 Tablet,DOMO,4.2,4999,Allwinner,4.0,1.6,2,32.0,3000.0,,,7.0,480x800,480.0,800.0,133.28,,2.0,,5.0,,,,64GB,No Sim Supported,not_available,Wi-Fi
258,Teclast T50 Tablet,Teclast,4.35,19990,Tiger,8.0,2.0,8,128.0,7500.0,18.0,Fast,11.0,2000x1200,2000.0,1200.0,212.03,,8.0,,20.0,,,,1TB,Dual Sim,not_available,Wi-Fi
259,Samsung Galaxy Tab Active 4 Pro,Samsung,4.6,49990,Snapdragon,8.0,2.4,4,64.0,7600.0,,,10.1,1200x1920,1200.0,1920.0,224.17,,8.0,,13.0,,,,1.02TB,Single Sim,5G,Wi-Fi
260,Lenovo Tab P12 Pro (8GB RAM + 256GB),Lenovo,4.15,69999,Snapdragon,8.0,3.2,8,256.0,10200.0,45.0,Fast,12.6,1600x2560,1600.0,2560.0,239.59,120.0,8.0,,13.0,5.0,,,1TB,Single Sim,5G,Wi-Fi
261,Lenovo Xiaoxin Pad 2022,Lenovo,4.2,39999,Snapdragon,8.0,2.4,6,64.0,7000.0,,Fast,10.6,2000x1200,2000.0,1200.0,220.04,,8.0,,8.0,,,,1TB,Dual Sim,not_available,Wi-Fi
262,Huawei MatePad 10.4 2022 Tablet,Huawei,4.3,27990,Kirin,8.0,2.36,4,64.0,7250.0,22.5,Fast,10.4,1200x2000,1200.0,2000.0,224.27,,8.0,,8.0,,,,Supported,Single Sim,not_available,Wi-Fi
263,Samsung Galaxy Tab S6 Lite 2022 Tablet,Samsung,4.65,25999,Snapdragon,8.0,2.3,4,64.0,7040.0,15.0,Fast,10.4,1200x2000,1200.0,2000.0,224.27,,5.0,,8.0,,,,Supported,Single Sim,not_available,Wi-Fi
264,Samsung Galaxy Tab S6 Lite 2022 Tablet (128GB),Samsung,4.2,33990,Snapdragon,8.0,2.3,4,128.0,7040.0,15.0,Fast,10.4,1200x2000,1200.0,2000.0,224.27,,5.0,,8.0,,,,Supported,Single Sim,not_available,Wi-Fi
265,Realme Pad Mini Tablet (Wi-Fi + 64GB),Realme,4.15,14494,Tiger,8.0,2.0,4,64.0,6400.0,18.0,Fast,8.68,800x1340,800.0,1340.0,179.8,,5.0,,8.0,,,,1TB,,not_available,Wi-Fi
266,Realme Pad Mini Tablet (Wi-Fi + 32GB),Realme,4.2,9999,Tiger,8.0,2.0,3,32.0,6400.0,18.0,Fast,8.68,800x1340,800.0,1340.0,179.8,,5.0,,8.0,,,,1TB,,not_available,Wi-Fi
267,iKall N7 Pro Tablet (Wi-Fi Only),iKall,4.0,3479,,,,2,16.0,3000.0,,,7.0,580x980,580.0,980.0,162.68,,0.3,,2.0,,Android,6.0,Supported,,,Wi-Fi
268,Realme Pad Mini Tablet (4GB RAM + 64GB),Realme,4.45,13999,Tiger,8.0,2.0,4,64.0,6400.0,18.0,Fast,8.68,800x1340,800.0,1340.0,179.8,,5.0,,8.0,,,,1TB,Dual Sim,not_available,Wi-Fi
269,Apple iPad Air 5th Gen 5G Tablet (256GB),Apple,4.6,78699,Apple,8.0,,8,256.0,7729.73,20.0,Fast,10.9,1640x2360,1640.0,2360.0,263.66,,12.0,,12.0,,iOS,15.0,,Single Sim,5G,Wi-Fi
270,Swipe Slate 3 Tablet (Wi-Fi + 32GB),Swipe,4.55,8999,Tiger,4.0,2.0,3,32.0,6000.0,,,10.1,1200x800,1200.0,800.0,142.79,,5.0,,8.0,,,,128GB,,not_available,Wi-Fi
271,Swipe Slate 3 Tablet (Wi-Fi + 64GB),Swipe,4.1,10999,Tiger,4.0,2.0,4,64.0,6000.0,,,10.1,1200x800,1200.0,800.0,142.79,,5.0,,8.0,,,,128GB,,not_available,Wi-Fi
272,Swipe Slate 3 Tablet,Swipe,4.45,9999,Tiger,4.0,2.0,3,32.0,6000.0,,,10.1,1200x800,1200.0,800.0,142.79,,5.0,,8.0,,,,128GB,Dual Sim,not_available,Wi-Fi
273,Samsung Galaxy Tab S8 Ultra Tablet (Wi-Fi Only),Samsung,4.25,106999,Snapdragon,8.0,3.0,12,256.0,11200.0,45.0,Fast,14.6,1848x2960,1848.0,2960.0,239.01,120.0,12.0,12.0,13.0,6.0,,,1TB,,not_available,Wi-Fi
274,Huawei MatePad T8 LTE Tablet,Huawei,4.55,6999,Helio,8.0,1.5,2,32.0,5100.0,,,8.0,1280x800,1280.0,800.0,188.68,,2.0,,5.0,,,,512GB,Single Sim,not_available,Wi-Fi
275,Wishtel IRA T1020 4G Tablet,Wishtel,4.35,20199,Octa,8.0,2.0,8,128.0,8000.0,,,10.4,2000x1200,2000.0,1200.0,224.27,,5.0,,8.0,,,,256GB,Dual Sim,not_available,Wi-Fi
276,Swipe X1 Tablet (6GB RAM + 128GB),Swipe,4.65,15999,Helio,8.0,2.3,6,128.0,5000.0,,,10.1,1920x1200,1920.0,1200.0,224.17,,5.0,,5.0,,,,Supported,Dual Sim,not_available,Wi-Fi
277,Swipe Strike 8 Tablet,Swipe,4.5,6999,Helio,4.0,2.0,3,32.0,5000.0,,Fast,8.0,800x1280,800.0,1280.0,188.68,,5.0,,8.0,,,,128GB,Dual Sim,not_available,Wi-Fi
278,Lenovo Tab M10 3rd Gen Tablet,Lenovo,4.35,15499,Tiger,8.0,1.8,4,64.0,5100.0,,,10.1,1920x1200,1920.0,1200.0,224.17,,5.0,,8.0,,,,128GB,Single Sim,not_available,Wi-Fi
279,Samsung Galaxy Tab A8 10.5 2021 Tablet (Wi-Fi Only),Samsung,4.1,12999,Tiger,8.0,2.0,3,32.0,7040.0,15.0,Fast,10.5,1200x1920,1200.0,1920.0,215.63,,5.0,,8.0,,,,1TB,,not_available,Wi-Fi
280,Samsung Galaxy Tab A8 10.5 2021 Tablet,Samsung,4.4,15999,Tiger,8.0,2.0,3,32.0,7040.0,15.0,Fast,10.5,1200x1920,1200.0,1920.0,215.63,,5.0,,8.0,,,,1TB,Single Sim,not_available,Wi-Fi
281,Wishtel IRA Duo Plus Tablet,Wishtel,4.0,17990,,,,4,64.0,,,,10.0,1920x1200,1920.0,1200.0,226.42,,2.0,,8.0,,Android,11.0,Not_available,Dual Sim,not_available,Wi-Fi
282,DOMO Slate S3 Tablet,DOMO,4.6,3600,Helio,4.0,1.3,1,8.0,3000.0,,,7.0,600x1024,600.0,1024.0,169.55,,2.0,,5.0,,,,128GB,Dual Sim,not_available,Wi-Fi
283,Nokia T20 Tablet (Wi-Fi+64GB),Nokia,4.2,18899,Tiger,8.0,1.8,4,64.0,8200.0,,,10.4,1200x2000,1200.0,2000.0,224.27,,5.0,,8.0,,,,512GB,,not_available,Wi-Fi
284,Nokia T20 Tablet (Wi-Fi+32GB),Nokia,4.2,15119,Tiger,8.0,1.8,3,32.0,8200.0,,,10.4,1200x2000,1200.0,2000.0,224.27,,5.0,,8.0,,,,512GB,,not_available,Wi-Fi
285,Lenovo Tab M7 3rd Gen Tablet (Wi-Fi+32GB),Lenovo,4.5,6450,Helio,8.0,2.0,2,32.0,3750.0,,,7.0,600x1024,600.0,1024.0,169.55,,2.0,,5.0,,,,128GB,,not_available,Wi-Fi
286,Lenovo Tab M8 HD 2nd Gen Tablet,Lenovo,4.05,6800,Helio,4.0,2.0,2,32.0,5000.0,,,8.0,1280x800,1280.0,800.0,188.68,,2.0,,8.0,,,,Supported,Single Sim,not_available,Wi-Fi
287,Lenovo Tab K10 FHD 4G Tablet (4GB RAM + 64GB),Lenovo,4.1,13999,Helio,8.0,2.0,4,64.0,7500.0,,,10.3,1920x1200,1920.0,1200.0,219.82,,5.0,,8.0,,,,256GB,Single Sim,not_available,Wi-Fi
288,Lenovo Tab K10 FHD Tablet (Wi-Fi + 64GB),Lenovo,4.75,11249,Helio,8.0,2.0,4,64.0,7500.0,,,10.3,1920x1200,1920.0,1200.0,219.82,,5.0,,8.0,,,,256GB,,not_available,Wi-Fi
289,Lenovo Tab K10 FHD Tablet (Wi-Fi + 32GB),Lenovo,4.4,9899,Helio,8.0,2.0,3,32.0,7500.0,,,10.3,1920x1200,1920.0,1200.0,219.82,,5.0,,8.0,,,,256GB,,not_available,Wi-Fi
290,Lenovo Tab M8 FHD 2nd Gen Tablet (Wi-Fi + 32GB),Lenovo,4.65,11099,Helio,8.0,2.3,3,32.0,5100.0,,,8.0,1920x1200,1920.0,1200.0,283.02,,5.0,,13.0,,,,Supported,,not_available,Wi-Fi
291,Samsung Galaxy Tab A8 2021,Samsung,4.6,20999,Exynos,8.0,1.8,4,64.0,5100.0,,,8.4,1200x1920,1200.0,1920.0,269.54,,5.0,,8.0,,,,256GB,Single Sim,not_available,Wi-Fi
292,Apple iPad Mini 6th Gen 2021 5G Tablet,Apple,4.45,59067,Bionic,6.0,,,64.0,,,,8.3,2266x1488,2266.0,1488.0,326.61,,12.0,,12.0,,iOS,15.0,Not_available,Single Sim,5G,Wi-Fi
293,Apple iPad Mini 6th Gen 2021 5G Tablet (256GB),Apple,4.05,72646,Bionic,6.0,,,256.0,,,,8.3,2266x1488,2266.0,1488.0,326.61,,12.0,,12.0,,iOS,15.0,Not_available,Single Sim,5G,Wi-Fi
294,Apple iPad Mini 6th Gen 2021 Tablet (Wi-Fi+256GB),Apple,4.25,62947,Bionic,6.0,,,256.0,,,,8.3,2266x1488,2266.0,1488.0,326.61,,12.0,,12.0,,iOS,15.0,Not_available,,,Wi-Fi
295,Apple iPad 9th Gen 10.2 2021 Tablet (256GB),Apple,4.75,50990,Bionic,6.0,2.65,,256.0,,,,10.2,2160x1620,2160.0,1620.0,264.71,,12.0,,8.0,,iOS,15.0,Not_available,Single Sim,not_available,Wi-Fi
296,Apple iPad 9th Gen 10.2 2021 Tablet (Wi-Fi+256GB),Apple,4.7,39990,Bionic,6.0,2.65,,256.0,,,,10.2,2160x1620,2160.0,1620.0,264.71,,12.0,,8.0,,iOS,15.0,Not_available,,not_available,Wi-Fi
297,Realme Pad Tablet (Wi-Fi Only),Realme,4.6,12999,Helio,8.0,2.0,3,32.0,7100.0,18.0,Fast,10.4,1200x2000,1200.0,2000.0,224.27,,8.0,,8.0,,,,1TB,,not_available,Wi-Fi
298,Realme Pad Tablet (4GB RAM + 64GB),Realme,4.05,17999,Helio,8.0,2.0,4,64.0,7100.0,18.0,Fast,10.4,1200x2000,1200.0,2000.0,224.27,,8.0,,8.0,,,,1TB,Dual Sim,not_available,Wi-Fi
299,Lenovo Tab P11 5G,Lenovo,4.7,30999,Snapdragon,8.0,2.2,6,128.0,7500.0,,Fast,11.0,1200x2000,1200.0,2000.0,212.03,,8.0,,13.0,,,,1TB,Single Sim,5G,Wi-Fi
300,iKall N17 4G Tablet,iKall,4.65,6489,Octa,8.0,1.6,3,32.0,4000.0,,,8.0,800x1280,800.0,1280.0,188.68,,5.0,,8.0,,,,128GB,Dual Sim,not_available,Wi-Fi
301,Acer One T4-82L Tablet,Acer,4.1,9999,Helio,4.0,2.0,2,32.0,5100.0,,,8.0,1280x800,1280.0,800.0,188.68,,2.0,,8.0,,,,128GB,Single Sim,not_available,Wi-Fi
302,Nokia T20 4G Tablet,Nokia,3.95,17685,Tiger,8.0,1.8,4,64.0,8200.0,,,10.4,1200x2000,1200.0,2000.0,224.27,,5.0,,8.0,,,,512GB,Single Sim,not_available,Wi-Fi
303,Lenovo Ideapad Duet 3 Tablet (Wi-Fi Only),Lenovo,4.05,19999,Celeron,2.0,1.1,4,128.0,6000.0,,,10.3,1920x1200,1920.0,1200.0,219.82,,2.0,,5.0,,Windows,,256GB,,,Wi-Fi
304,Lenovo Tab Yoga 11 4G Tablet,Lenovo,4.25,17999,Helio,8.0,2.05,4,128.0,7500.0,,,11.0,2000x1200,2000.0,1200.0,212.03,,8.0,,8.0,,,,256GB,Single Sim,not_available,Wi-Fi
305,Lenovo Tab P11 Plus,Lenovo,4.25,23998,Helio,8.0,2.05,6,128.0,7700.0,20.0,Fast,11.0,1200x2000,1200.0,2000.0,212.03,,8.0,,13.0,,,,256GB,Single Sim,not_available,Wi-Fi
306,Realme Pad Tablet,Realme,4.05,13497,Helio,8.0,2.0,3,32.0,7100.0,18.0,Fast,10.4,1200x2000,1200.0,2000.0,224.27,,8.0,,8.0,,,,1TB,Dual Sim,not_available,Wi-Fi
307,Samsung Galaxy Tab A7 Lite (Wi-Fi Only),Samsung,4.6,9799,Helio,8.0,2.4,3,32.0,5100.0,15.0,Fast,8.7,800x1340,800.0,1340.0,179.38,,2.0,,8.0,,,,1TB,,not_available,Wi-Fi
308,Lenovo Tab M10 HD 2nd Gen Tablet (2GB RAM + 32GB),Lenovo,4.75,9990,Helio,8.0,2.0,2,32.0,5000.0,,,10.1,1280x800,1280.0,800.0,149.45,,5.0,,8.0,,,,256GB,Single Sim,not_available,Wi-Fi
309,Lenovo Tab M10 5G 2022,Lenovo,4.4,24999,Snapdragon,8.0,2.0,6,128.0,5000.0,,,10.3,1920x1200,1920.0,1200.0,219.82,,5.0,,8.0,,,,256GB,Single Sim,not_available,Wi-Fi
310,Apple iPad Pro 11 2021 Tablet (Wi-Fi + 2TB),Apple,4.75,165756,Apple,8.0,,16,2000.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iOS,14.5,,,not_available,Wi-Fi
311,Apple iPad Pro 12.9 2021 Tablet (Wi-Fi + 1TB),Apple,4.65,157997,Apple,8.0,,16,1000.0,,,,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iOS,14.5,Not_available,,not_available,Wi-Fi
312,Lenovo Tab M10 HD 2nd Gen Tablet (Wi-Fi + 32GB),Lenovo,4.55,9499,Helio,8.0,2.0,2,32.0,5000.0,,,10.1,1280x800,1280.0,800.0,149.45,,5.0,,8.0,,,,256GB,,not_available,Wi-Fi
313,Apple iPad Pro 11 2021 Tablet (1TB),Apple,4.2,139999,Apple,8.0,,16,1000.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iOS,14.5,,Single Sim,5G,Wi-Fi
314,Lenovo Tab M10 FHD Plus 2nd Gen Tablet (2GB RAM + 32GB),Lenovo,4.65,8990,Helio,8.0,2.0,2,32.0,5000.0,,,10.3,1920x1200,1920.0,1200.0,219.82,,5.0,,8.0,,,,256GB,Single Sim,not_available,Wi-Fi
315,Apple iPad Pro 12.9 2021 Tablet (Wi-Fi + 2TB),Apple,4.3,192914,Apple,8.0,,16,2000.0,,,,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iOS,14.5,Not_available,,not_available,Wi-Fi
316,Apple iPad Pro 11 2021 Tablet (2TB),Apple,4.65,179335,Apple,8.0,,16,2000.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iOS,14.5,,Single Sim,5G,Wi-Fi
317,DOMO Slate SS4 Tablet,DOMO,4.0,4739,,,,1,32.0,3000.0,,,7.0,1024x600,1024.0,600.0,169.55,,2.0,,5.0,,Android,6.0,,Dual Sim,not_available,Wi-Fi
318,Lava Aura,Lava,4.4,6799,Quad,4.0,2.0,2,32.0,5100.0,,,8.0,800x1280,800.0,1280.0,188.68,,5.0,,8.0,,,,256GB,Dual Sim,not_available,Wi-Fi
319,Lava Ivory Tablet,Lava,4.05,4998,Helio,4.0,1.3,2,16.0,4100.0,,,7.0,1280x800,1280.0,800.0,215.63,,2.0,,5.0,,Android,10.0,256GB,,,Wi-Fi
320,Huawei MatePad Pro 2 5G,Huawei,4.0,49990,,,,8,128.0,7250.0,40.0,Fast,12.6,2560x1600,2560.0,1600.0,239.59,120.0,8.0,,13.0,,,,256GB,Single Sim,5G,Wi-Fi
321,Samsung Galaxy Tab A7 Lite,Samsung,4.5,11990,Helio,8.0,2.4,3,32.0,5100.0,15.0,Fast,8.7,800x1340,800.0,1340.0,179.38,,2.0,,8.0,,,,1TB,Single Sim,not_available,Wi-Fi
322,Samsung Galaxy Tab S7 Lite Tablet,Samsung,4.55,54999,Exynos,8.0,2.4,6,128.0,8000.0,45.0,Fast,11.0,1600x2560,1600.0,2560.0,274.44,120.0,8.0,,13.0,5.0,,,1TB,Single Sim,5G,Wi-Fi
323,Lenovo Tab M10 HD 2nd Gen Tablet,Lenovo,4.7,14990,Helio,8.0,2.0,4,64.0,5000.0,,,10.1,1280x800,1280.0,800.0,149.45,,5.0,,8.0,,,,256GB,Single Sim,not_available,Wi-Fi
324,Apple iPad Air 4 2020 Tablet,Apple,4.65,64886,Apple,6.0,,,64.0,,,,10.9,1640x2360,1640.0,2360.0,263.66,,7.0,,12.0,,iPadOS,14.0,Not_available,Single Sim,not_available,Wi-Fi
