laptop_id,model_name,brand,price_inr,rating,cpu_brand,cpu_tier,cpu_generation,cpu_cores,cpu_threads,ram_gb,ram_type,ssd_gb,hdd_gb,display_size_in,resolution_label,resolution_px,touchscreen,gpu_model,gpu_vram_gb,gpu_dedicated,os,warranty_years
236,MSI Thin A15 AI B7VE-066IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),MSI,81990,71.0,AMD,Ryzen 5,7.0,6.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 4050,6,True,Windows 11,2
237,MSI Thin A15 AI B7VE-065IN Gaming Laptop (AMD Ryzen 7 7735H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,91990,73.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,RTX 4050,6,True,Windows 11,2
238,MSI Stealth 16 AI Studio A1VGG-057IN Gaming Laptop (Intel Core Ultra 9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),MSI,249990,,Intel,,,16.0,22.0,32.0,DDR5,2048,0,16.0,2560x1600,4096000.0,False,RTX 4060,8,True,Windows 11,2
239,MSI Vector 17 HX A14VHG-806IN Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),MSI,279990,,Intel,Core i9,14.0,24.0,32.0,32.0,DDR5,2048,0,17.0,2560x1600,4096000.0,False,RTX 4080,12,True,Windows 11,2
240,Chuwi HeroBook Plus Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11),Chuwi,18990,,Intel,Celeron,,2.0,2.0,8.0,DDR3,256,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
241,HP Omen 16-wf0179TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),HP,105990,72.0,Intel,Core i7,13.0,16.0,24.0,16.0,DDR5,512,0,16.1,2560x1440,3686400.0,False,RTX 3050,6,True,Windows 11,1
242,Infinix INBook X2 Slim XL23 Series Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,32990,52.0,Intel,Core i5,11.0,4.0,8.0,8.0,LPDDR4X,512,0,14.0,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
243,Asus Vivobook S15 OLED S5504VA-MA951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11),Asus,110709,66.0,Intel,Core i9,13.0,14.0,20.0,16.0,LPDDR5,1024,0,15.6,2880x1620,4665600.0,False,Iris Xe Graphics,0,False,Windows 11,1
244,MSI Modern 15 C13M-080IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),MSI,69990,61.0,Intel,Core i7,13.0,14.0,20.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
245,MSI Modern 15 C13M-079IN Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),MSI,79990,66.0,Intel,Core i9,13.0,14.0,20.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
246,MSI Modern 15 C13M-081IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,59990,57.0,Intel,Core i5,13.0,8.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
247,Chuwi GemiBook Plus CWI620 Laptop (Intel Celeron N100/ 8GB/ 256GB SSD/ Win11 Home),Chuwi,21990,,Intel,Celeron,12.0,4.0,4.0,8.0,LPDDR5,256,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
248,HP Pavilion Plus 14-ew0116TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),HP,70490,57.0,Intel,Core i5,13.0,10.0,12.0,16.0,LPDDR5x,512,0,14.0,1920x1200,2304000.0,False,Iris Xe Graphics,0,False,Windows 11,1
249,MSI Commercial 14 H A13MG-070IN Laptop (13th Gen Core i7/ 16 GB/ 1TB SSD/Win11 Home),MSI,97990,64.0,Intel,Core i7,13.0,10.0,16.0,16.0,DDR4,1024,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,3
250,MSI Stealth 16 AI Studio A1VFG-058IN Gaming Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,199990,,Intel,,,16.0,22.0,32.0,DDR5,1024,0,16.0,2560x1600,4096000.0,False,RTX 4060,8,True,Windows 11,2
251,MSI Modern 14 D13MG-073IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,58990,56.0,Intel,Core i5,13.0,8.0,12.0,16.0,DDR4,512,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
252,MSI Prestige 16 AI Studio B1VFG 2024 Laptop ( Intel Core Ultra 9/ 32GB/ 1TB SSD/ Win11/ 8GB Graphics),MSI,189990,,Intel,,,16.0,22.0,32.0,LPDDR5,1024,0,16.0,2560x1600,4096000.0,False,RTX 4060,8,True,Windows 11,2
253,Lenovo LOQ 15IRH8 82XV00LTIN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Lenovo,73882,68.0,Intel,Core i5,12.0,8.0,12.0,16.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
254,Lenovo IdeaPad Slim 3 82H803W7IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,35500,,Intel,Core i3,11.0,2.0,4.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
255,Dell Inspiron 5620 ICC-C783534WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,64990,66.0,Intel,Core i5,12.0,12.0,16.0,16.0,DDR4,512,0,16.0,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
256,MSI Prestige 16 AI Studio B1VFG Laptop ( Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 8GB Graphics),MSI,169990,,Intel,,,16.0,22.0,32.0,LPDDR5,1024,0,16.0,2560x1600,4096000.0,False,RTX 4060,8,True,Windows 11,2
257,MSI Modern 14 D13MG-071IN Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),MSI,78990,66.0,Intel,Core i9,13.0,14.0,20.0,16.0,DDR4,1024,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
258,MSI Modern 14 D13MG-072IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),MSI,68990,60.0,Intel,Core i7,13.0,10.0,16.0,16.0,DDR4,1024,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
259,MSI Prestige 16 AI Evo  B1MG Laptop ( Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11),MSI,119990,70.0,Intel,,,16.0,22.0,16.0,LPDDR5,1024,0,16.0,2561x1600,4097600.0,False,Integrated,0,False,Windows 11,2
260,MSI Prestige 13 AI Evo A1MG 2024 Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11 Home),MSI,114990,69.0,Intel,,,16.0,22.0,16.0,LPDDR5,1024,0,13.3,2880x1800,5184000.0,False,Integrated,0,False,Windows 11,2
261,MSI Prestige 13 AI Evo A1MG Laptop (Intel Core Ultra 5/ 16GB/ 1TB SSD/ Win11 Home),MSI,99990,66.0,Intel,,,14.0,18.0,16.0,LPDDR5,1024,0,13.3,2880x1800,5184000.0,False,Integrated,0,False,Windows 11,2
262,MSI Prestige 16 AI Studio B1VEG Laptop ( Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 6GB Graphics),MSI,159990,,Intel,,,16.0,22.0,32.0,LPDDR5,1024,0,16.0,2560x1600,4096000.0,False,RTX 4050,6,True,Windows 11,2
263,Asus ROG Strix SCAR 16 2024 G634JZR-CM932WS Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),Asus,289990,,Intel,Core i9,14.0,24.0,32.0,32.0,DDR5,2048,0,16.0,2560x1600,4096000.0,False,RTX 4080,12,True,Windows 11,1
264,Asus TUF F17 FX706HF-NY040W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,65990,63.0,Intel,Core i5,11.0,6.0,12.0,16.0,DDR6,512,0,17.3,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
265,HP Pavilion 15-eh1147AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 1TB SSD/ Win11 Home),HP,60490,63.0,AMD,Ryzen 7,5.0,8.0,16.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
266,Asus Zenbook 14 OLED 2024 UX3405MA-PZ552WS Laptop (Intel Core Ultra 5/ 16GB/ 1TB SSD/ Win11 Home),Asus,102900,63.0,Intel,,,14.0,18.0,16.0,LPDDR5X,1024,0,14.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
267,Dell Vostro 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,39990,52.0,Intel,Core i3,13.0,5.0,6.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated Graphics,0,False,Windows 11,1
268,Lenovo ThinkPad E14 21JKS0UA00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,73990,55.0,Intel,Core i5,13.0,10.0,12.0,16.0,DDR4,512,0,14.0,1920x1200,2304000.0,False,UHD Graphics,0,False,Windows 11,1
269,Lenovo Thinkbook 15 21DJA0FGIH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,55990,60.0,Intel,Core i5,12.0,10.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
270,Lenovo IdeaPad Slim 5 14IMH9 83DA0043IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),Lenovo,79990,55.0,Intel,,,14.0,18.0,16.0,DDR4,1024,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
271,HP 14-ew0153TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),HP,97990,60.0,Intel,Core i7,13.0,10.0,12.0,16.0,LPDDR5x,1024,0,14.0,2880x1800,5184000.0,False,Integrated,0,False,Windows 11,1
272,Acer Swift Go 14 SFG14-72T Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11 Home),Acer,79799,56.0,Intel,,,14.0,18.0,16.0,LPDDR5X,512,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
273,HP Spectre x360 16-aa0664TX Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),HP,195990,,Intel,,,16.0,22.0,32.0,LPDDR5x,1024,0,16.0,2880x1800,5184000.0,True,RTX 4050,6,True,Windows 11,1
274,Chuwi Ubook X Laptop (10th Gen Core i3/ 12GB/ 512GB SSD/ Win11),Chuwi,39990,,Intel,Core i3,10.0,4.0,8.0,12.0,LPDDR3,512,0,12.0,2160x1440,3110400.0,False,UHD Graphics,0,False,Windows 11,1
275,HP Pavilion 15-eh1047AU Laptop (Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11 Home),HP,55990,62.0,AMD,Ryzen 5,5.0,6.0,12.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,Radeon Graphics,0,False,Windows 11,1
276,Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 1TB SSD/ Win11),Acer,38249,57.0,Intel,Core i3,12.0,6.0,8.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
277,HP Omen 16-xd0010AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,115999,75.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR5,1024,0,16.1,1920x1080,2073600.0,False,RTX 4050,6,True,Windows 11,1
278,Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,52990,54.0,Intel,Core i7,13.0,10.0,12.0,16.0,LPDDR4X,512,0,16.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
279,Dell G15-5530 GN5530194YM001ORB1 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ RTX 3050 6GB Graph),Dell,101990,69.0,Intel,Core i7,13.0,14.0,,16.0,DDR5,1024,0,15.6,1920x1080,2073600.0,False,RTX 3050,6,True,Windows 11,1
280,Lenovo IdeaPad Slim 3 15IAH8 83ER008HIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,54990,57.0,Intel,Core i5,12.0,8.0,12.0,16.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
281,Lenovo Yoga Slim 6 14IRH8 83E00014IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,91990,57.0,Intel,Core i7,13.0,14.0,20.0,16.0,LPDDR5,1024,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
282,Lenovo Ideapad Slim 3 Chromebook 14IAN8 83BN001PHA Laptop (Intel Pentium N100/ 4GB/ 128GB eMMC/ Chrome OS),Lenovo,28190,,Intel,Pentium,,4.0,4.0,4.0,LPDDR4X,0,128,14.0,1366x768,1049088.0,False,UHD Graphics,0,False,Chrome OS,1
283,Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002LHA Laptop (MediaTek Kompanio 520/ 4GB/ 128GB eMMC/ Chrome OS),Lenovo,15990,,,,,8.0,,4.0,LPDDR4X,0,128,14.0,1366x768,1049088.0,False,Integrated,0,False,Chrome OS,1
284,Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002RHA Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),Lenovo,17990,,,,,8.0,,8.0,LPDDR4X,0,128,14.0,1366x768,1049088.0,False,Integrated,0,False,Chrome OS,1
285,Lenovo LOQ 15IRX9 83DV007JIN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Lenovo,84990,66.0,Intel,Core i5,13.0,10.0,16.0,16.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 3050,6,True,Windows 11,1
286,Lenovo IdeaPad Slim 3 83EM0026IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,59390,54.0,Intel,Core i5,13.0,8.0,12.0,16.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
287,Lenovo LOQ 15IRX9 83DV007HIN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Lenovo,99990,65.0,Intel,Core i7,13.0,14.0,,16.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 4050,6,True,Windows 11,1
288,HP Pavilion 15-eh3039AU Laptop ( AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),HP,58500,61.0,AMD,Ryzen 5,7.0,6.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Radeon Graphics,0,False,Windows 11,1
289,Lenovo ThinkBook 14 21KG00AFIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Lenovo,43990,59.0,Intel,Core i3,13.0,6.0,8.0,8.0,DDR5,512,0,14.0,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
290,Asus TUF Gaming F17 FX706HF-HX044WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,51990,59.0,Intel,Core i5,11.0,6.0,12.0,8.0,DDR4,512,0,17.0,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
291,HP 15s-fr5010TU Laptop (12th Gen Core i5/8GB/ 512GB SSD/ Win11 Home),HP,52500,55.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
292,Asus Chromebook CM14 CM1402CM2A-EK0085 Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),Asus,26990,,,,,8.0,,8.0,LPDDR4X,0,128,14.0,1920x1080,2073600.0,True,M1,0,False,Chrome OS,1
293,Lenovo LOQ 15IAX9I 83FQ0009IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Lenovo,59990,57.0,Intel,Core i5,12.0,8.0,12.0,8.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,Integrated,4,True,Windows 11,1
294,Lenovo ThinkPad E1 21JNS03P00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,49990,55.0,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,UHD Graphics,0,False,Windows 11,1
295,Lenovo ThinkBook 15 G5 21JFA016IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512 GB SSD/ Win11),Lenovo,52990,66.0,AMD,Ryzen 5,7.0,6.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
296,Lenovo ThinkBook 15 G5 21JF002PIN Laptop (AMD Ryzen 5 7530U/ 8GB/ 512 GB SSD/ Win11),Lenovo,39990,64.0,AMD,Ryzen 5,7.0,6.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
297,HP Spectre x360 16-aa0665TU Laptop (Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home),HP,174490,,Intel,,,16.0,22.0,32.0,LPDDR5x,2048,0,16.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
298,Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Acer,49199,60.0,Intel,Core i5,12.0,10.0,12.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
299,HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),HP,159990,75.0,Intel,,,16.0,22.0,32.0,LPDDR5x,1024,0,14.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
300,HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),HP,159990,75.0,Intel,,,16.0,22.0,32.0,LPDDR5x,1024,0,14.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
301,HP Omen 16-wf1026TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,176499,,Intel,Core i7,14.0,20.0,28.0,16.0,DDR5,1024,0,16.1,1920x1080,2073600.0,False,RTX 4070,8,True,Windows 11,1
302,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),Chuwi,20990,,Intel,Celeron,12.0,4.0,4.0,8.0,LPDDR5,256,0,14.1,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
303,Asus VivoBook 14 X1400EA-EK543WS Notebook (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),Asus,43990,53.0,Intel,Core i5,11.0,4.0,8.0,16.0,DDR4,512,0,14.0,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
305,Lenovo IdeaPad Slim 3 82X60013IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,43990,,Intel,Core i3,13.0,5.0,6.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
306,Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Chuwi,34990,51.0,Intel,Core i5,10.0,4.0,8.0,16.0,DDR4,512,0,14.0,2160x1440,3110400.0,False,UHD Graphics,0,False,Windows 11,1
307,Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home),Avita,32971,,AMD,Ryzen 5,5.0,6.0,12.0,8.0,DDR4,256,0,14.0,1920x1080,2073600.0,False,M1,0,False,Windows 11,1
308,Ultimus Lite NU14U3INC54BN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),Other,15990,,Intel,Celeron,,2.0,2.0,8.0,DDR4,256,0,14.1,1366x768,1049088.0,False,UHD Graphics,0,False,Windows 11,1
309,Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro),Lenovo,145000,57.0,Intel,Core i5,11.0,5.0,5.0,8.0,LPDDR4X,1024,0,13.3,2048x1536,3145728.0,True,Integrated Graphics,0,False,Windows 10,1
310,Lenovo IdeaPad Slim 3 15IRH8 83EM0025IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,59490,54.0,Intel,Core i5,13.0,8.0,12.0,16.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
311,Dell G15-5530 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),Dell,82490,68.0,Intel,Core i5,13.0,10.0,16.0,16.0,DDR5,1024,0,15.6,1920x1080,2073600.0,False,RTX 3050,6,True,Windows 11,1
312,Dell ‎G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Dell,187490,77.0,Intel,Core i9,13.0,24.0,32.0,16.0,DDR5,1024,0,16.0,2560x1600,4096000.0,False,RTX 4070,8,True,Windows 11,1
313,HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),HP,80640,60.0,AMD,Ryzen 5,7.0,6.0,12.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,True,Integrated,0,False,Windows 11,1
314,Lenovo IdeaPad Slim 3 83ER008DIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,53490,55.0,Intel,Core i5,12.0,8.0,12.0,16.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
315,Infinix INBook Y2 Plus XL29 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,24990,,Intel,Core i3,11.0,2.0,4.0,8.0,LPDDR4X,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
316,HP Omen 16-wf0054TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),HP,151490,73.0,Intel,Core i7,13.0,16.0,24.0,16.0,DDR5,512,0,16.1,1920x1080,2073600.0,False,RTX 4060,8,True,Windows 11,1
317,MSI Prestige 13 AI Evo A1M Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11 Home),MSI,113999,64.0,Intel,,,16.0,22.0,16.0,LPDDR5,512,0,13.3,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,2
318,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,53990,53.0,Intel,Core i3,12.0,6.0,8.0,8.0,LPDDR4,512,0,14.0,1920x1200,2304000.0,True,Integrated,0,False,Windows 11,1
319,Asus Zenbook 14 OLED UX3405 Laptop (Intel Core Ultra 9 / 16GB/ 512GB SSD/ Win11 Home),Asus,149990,65.0,Intel,,,16.0,22.0,16.0,LPDDR5X,512,0,14.0,2880x1800,5184000.0,False,Integrated,0,False,Windows 11,1
320,Acer Predator Triton Neo 16 Laptop (Intel Core Ultra 9 / 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),Acer,199999,74.0,Intel,,,16.0,22.0,32.0,LPDDR5x,2048,0,16.0,3200x2000,6400000.0,False,RTX 4070,8,True,Windows 11,1
321,Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,45990,53.0,Intel,Core i5,11.0,4.0,8.0,8.0,DDR4,512,0,14.0,1366x768,1049088.0,False,UHD Graphics,0,False,DOS,1
322,Lenovo IdeaPad Slim 3 82H803HQIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,48900,60.0,Intel,Core i5,11.0,4.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
323,Lenovo IdeaPad Slim 3 82H803LKIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,49999,62.0,Intel,Core i5,11.0,4.0,8.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
324,Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),Lenovo,45990,57.0,Intel,Core i5,11.0,4.0,8.0,8.0,DDR4,512,0,14.0,1920x1080,2073600.0,False,Integrated,0,False,Windows 10,1
325,Lenovo IdeaPad 1 15ALC7 82R400ERIN Laptop (AMD Ryzen 5 5500U / 16GB/ 512GB SSD/ Win11 Home),Lenovo,40490,54.0,AMD,Ryzen 5,5.0,6.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
326,Asus Chromebook CX3402CBA-PQ0173 Laptop (12th Gen Core i3/ 8GB/ 128GB EMMC/ Chrome OS),Asus,34990,,Intel,Core i3,12.0,6.0,8.0,8.0,LPDDR5,0,128,14.0,1920x1080,2073600.0,False,Integrated,0,False,Chrome OS,1
327,Acer Nitro V16 Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graphics),Acer,149900,69.0,AMD,Ryzen 7,8.0,8.0,16.0,16.0,DDR5,1024,0,16.0,1920x1200,2304000.0,False,RTX 4060,8,True,Windows 11,1
328,MSI Thin GF63 11UC-1494IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),MSI,63500,65.0,Intel,Core i7,11.0,8.0,16.0,16.0,DDR4,256,1024,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
329,Huawei Qingyun L540 Laptop (Kirin 9006C/ 16GB/ 512GB SSD/ Kirin OS),Other,81999,,,,,,,16.0,DDR4,512,0,14.0,2160x1440,3110400.0,False,Integrated,0,False,Unspecified,1
330,Lenovo Yoga Slim 6 14IRH8 83E00012INLaptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,81400,59.0,Intel,Core i5,13.0,12.0,16.0,16.0,LPDDR5X,1024,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
331,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,62490,61.0,Intel,Core i7,12.0,10.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
