laptop_id,model_name,brand,price_inr,rating,cpu_brand,cpu_tier,cpu_generation,cpu_cores,cpu_threads,ram_gb,ram_type,ssd_gb,hdd_gb,display_size_in,resolution_label,resolution_px,touchscreen,gpu_model,gpu_vram_gb,gpu_dedicated,os,warranty_years
332,Huawei MateBook 14s 2023 Laptop (13th Gen Core i9/ 16GB RAM/ 1TB SSD/ Win11 Home),Other,80999,68.0,Intel,Core i9,13.0,14.0,20.0,16.0,DDR4,1024,0,14.2,2520x1680,4233600.0,True,Iris Xe Graphics,0,False,Windows 11,1
333,"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11)",Dell,34450,50.0,AMD,Ryzen 3,7.0,4.0,8.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,Radeon Graphics,0,False,Windows 11,1
334,Lenovo IdeaPad 1 14IGL7 82V6006EIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),Lenovo,26490,,Intel,Celeron,4.0,2.0,2.0,8.0,DDR4,256,0,14.0,1366x768,1049088.0,False,Integrated,0,False,Windows 11,1
335,Acer Aspire 5 A515-58P Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Acer,35999,,Intel,Core i3,13.0,5.0,6.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
336,HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),HP,51980,57.0,AMD,Ryzen 7,5.0,8.0,16.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
337,Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,67990,61.0,Intel,Core i5,12.0,8.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
338,Lenovo Ideapad Slim 5 82XF0078IN Laptop (13th Gen Core i7/ 16 GB RAM/ 1 TB SSD/ Win 11),Lenovo,87190,60.0,Intel,Core i7,13.0,14.0,20.0,16.0,DDR4,1024,0,16.0,2560x1600,4096000.0,False,Iris Xe Graphics,0,False,Windows 11,1
339,Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,56990,55.0,Intel,Core i3,13.0,6.0,8.0,8.0,LPDDR5,512,0,14.0,1920x1200,2304000.0,True,UHD Graphics,0,False,Windows 11,1
340,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Lenovo,64990,56.0,Intel,Core i5,12.0,8.0,12.0,16.0,LPDDR5,1024,0,14.0,1920x1200,2304000.0,False,UHD Graphics,0,False,Windows 11,1
341,Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11),Lenovo,74190,53.0,Intel,Core i5,13.0,8.0,12.0,16.0,DDR4,1024,0,14.0,1920x1200,2304000.0,False,UHD Graphics,0,False,Windows 11,1
343,Dell Latitude 3520 DLCK3520BL Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Ubuntu),Dell,35500,,Intel,Core i3,11.0,2.0,4.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Unspecified,1
344,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,34990,,Intel,Core i3,11.0,2.0,4.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
345,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,67900,59.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,14.0,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,DOS,1
346,Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),Lenovo,31500,,Intel,Core i3,11.0,2.0,4.0,8.0,DDR4,256,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
347,MSI CreatorPro X17 HX A13VKS-249IN Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Pro/ 12GB Graph),MSI,519990,,Intel,Core i9,13.0,24.0,32.0,64.0,DDR5,4096,0,17.0,2560x1600,4096000.0,False,RTX 3500,12,True,Windows 11,3
348,Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),Acer,31990,,Intel,Core i3,,8.0,8.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
349,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Acer,50000,61.0,Intel,Core i5,11.0,4.0,8.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
350,Lenovo Thinkpad P16s 21BTS0DG00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),Lenovo,135999,69.0,Intel,Core i7,12.0,12.0,16.0,16.0,DDR4,1024,0,16.0,1920x1200,2304000.0,False,UHD Graphics,0,False,Windows 11,3
351,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),Lenovo,218990,64.0,Intel,Core i7,13.0,10.0,12.0,16.0,LPDDR5,1024,0,14.0,1920x1200,2304000.0,False,Iris Xe Graphics,0,False,Windows 11,1
352,Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Avita,30834,,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,M1,0,False,Windows 11,1
353,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Acer,45200,59.0,Intel,Core i5,12.0,10.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
354,Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Acer,42490,56.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
355,Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),Avita,19299,,Intel,Celeron,,2.0,2.0,8.0,DDR4,256,0,14.0,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
356,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),Apple,289900,62.0,Apple,M3,,12.0,,36.0,DDR4,512,0,16.2,3456x2234,7720704.0,False,M3 Pro,0,False,Mac OS,1
357,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),Apple,176490,52.0,Apple,M3,,10.0,,8.0,DDR4,1024,0,14.2,3024x1964,5939136.0,False,M3,0,False,Mac OS,1
358,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),Apple,224990,56.0,Apple,M3,,12.0,,18.0,DDR4,1024,0,14.2,3024x1964,5939136.0,False,M3 Pro,0,False,Mac OS,1
359,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple,230590,56.0,Apple,M3,,12.0,,18.0,DDR4,512,0,16.2,3456x2234,7720704.0,False,M3 Pro,0,False,Mac OS,1
360,Apple MacBook Pro 14 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),Apple,289690,63.0,Apple,M3,,14.0,,36.0,DDR4,1024,0,14.2,3024x1964,5939136.0,False,M3 Max,0,False,Mac OS,1
361,Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Acer,46990,60.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
362,HP 15s-fq2510tu Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,50790,60.0,Intel,Core i5,11.0,4.0,8.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
363,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,123190,64.0,Intel,Core i7,13.0,12.0,16.0,16.0,LPDDR5,1024,0,13.3,2560x1600,4096000.0,True,Integrated,0,False,Windows 11,1
364,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,58900,64.0,AMD,Ryzen 5,7.0,6.0,12.0,8.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
365,Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,36990,55.0,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
366,Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,50390,62.0,AMD,Ryzen 5,5.0,4.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
367,Avita Pura S102 Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),Avita,20035,,Intel,Celeron,,2.0,2.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
368,HP Spectre x360 14-ef2036TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),HP,154999,66.0,Intel,Core i7,13.0,10.0,12.0,16.0,LPDDR4X,512,0,13.5,3000x2000,6000000.0,True,Iris Xe Graphics,0,False,Windows 11,1
369,HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,106590,75.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR5,1024,0,16.1,1920x1080,2073600.0,False,RTX 4050,6,True,Windows 11,1
370,HP ProBook 440 G9 821M3PA Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),HP,79000,65.0,Intel,Core i5,12.0,10.0,12.0,16.0,DDR4,512,0,14.0,1366x768,1049088.0,False,M3,0,False,Windows 11,1
371,Dell Latitude 3540 Laptop (13th Gen Core i5/ 8GB/ 256GB SSD/ Win11 Pro),Dell,97300,52.0,Intel,Core i5,13.0,10.0,12.0,8.0,DDR4,256,0,15.6,1366x720,983520.0,False,Integrated,0,False,Windows 11,1
372,Acer Aspire Lite AL15-51 15 2023 Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11),Acer,44990,57.0,Intel,Core i5,11.0,4.0,8.0,8.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
373,HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,38990,53.0,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
374,Lenovo S14 Gen 3 82TW000VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,48989,52.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,14.0,1920x1080,2073600.0,False,UHD Graphics,0,False,DOS,3
375,HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,94490,73.0,Intel,Core i7,12.0,10.0,16.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 4050,6,True,Windows 11,1
376,Infinix INBook Y1 Plus 15 XL28 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,25990,50.0,Intel,Core i5,10.0,4.0,8.0,8.0,LPDDR4X,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
377,Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),Microsoft,78990,53.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,256,0,12.4,1536x1024,1572864.0,True,Iris Xe Graphics,0,False,Windows 11,1
378,Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Acer,59900,51.0,Intel,Core i5,13.0,10.0,12.0,16.0,LPDDR5,512,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
379,HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,58999,60.0,Intel,Core i5,12.0,8.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
380,Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),Acer,38790,57.0,AMD,Ryzen 5,5.0,6.0,12.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
381,Dell Inspiron 7430 IC7430MH5K0M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,88990,61.0,Intel,Core i5,13.0,10.0,12.0,8.0,LPDDR5,512,0,14.0,1920x1200,2304000.0,True,Integrated,0,False,Windows 11,1
382,Gigabyte G5 MF-E2IN313SHLaptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Gigabyte,72990,70.0,Intel,Core i5,12.0,12.0,16.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 4050,6,True,Windows 11,2
383,HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,52850,65.0,AMD,Ryzen 5,7.0,6.0,12.0,8.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
384,HP Pavilion Plus ‎16-ab0456TX Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graphics),HP,124999,72.0,Intel,Core i7,13.0,14.0,20.0,16.0,DDR4,1024,0,16.0,2560x1600,4096000.0,False,RTX 3050,6,True,Windows 11,1
385,HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),HP,50490,54.0,AMD,Ryzen 7,5.0,8.0,16.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
386,Lenovo IdeaPad Gaming 3 82K101LJIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,52400,65.0,Intel,Core i5,11.0,4.0,8.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,GTX 1650,4,True,Windows 11,1
387,Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),Dell,66990,50.0,Intel,Core i5,13.0,10.0,12.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
388,HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,103990,72.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR5,1024,0,16.1,1920x1080,2073600.0,False,RTX 4050,6,True,Windows 11,1
389,Asus Vivobook Pro 15 OLED M6500QC-LK751WS Laptop (Ryzen 7 5800HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),Asus,76990,63.0,AMD,Ryzen 7,5.0,8.0,16.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
390,MSI Vector GP68 HX 13VG-214IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),MSI,184990,77.0,Intel,Core i7,13.0,16.0,24.0,16.0,DDR5,1024,0,16.0,2560x1600,4096000.0,False,RTX 4070,8,True,Windows 11,1
391,Asus Vivobook Go 14 E1404FA-NK547WS Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),Asus,43990,56.0,AMD,Ryzen 5,7.0,4.0,8.0,16.0,LPDDR5,512,0,14.0,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
392,Lenovo Yoga 7 82YL008HIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,91190,68.0,Intel,Core i5,13.0,12.0,16.0,16.0,LPDDR5,512,0,14.0,1920x1200,2304000.0,True,Iris Xe Graphics,0,False,Windows 11,1
393,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),Acer,32790,51.0,AMD,Ryzen 5,7.0,4.0,8.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
394,Asus Vivobook 15X OLED M3504YA-LK552WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 1TB SSD/ Win11 Home),Asus,55990,61.0,AMD,Ryzen 5,7.0,6.0,12.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,M3,0,False,Windows 11,1
395,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Lenovo,132190,79.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR5,1024,0,16.0,2560x1600,4096000.0,False,RTX 4060,8,True,Windows 11,1
396,Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),Asus,40990,57.0,Intel,Core i3,12.0,6.0,8.0,16.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
397,MSI Thin GF63 11SC-1629IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,44990,61.0,Intel,Core i5,11.0,6.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,GTX 1650,4,True,Windows 11,2
398,Asus Vivobook 15X OLED M3504YA-LK741WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),Asus,62950,62.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,M3,0,False,Windows 11,1
399,Lenovo IdeaPad 3 15IAU7 82RK00WXIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),Lenovo,32990,53.0,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,256,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
400,Lenovo IdeaPad 1 15AMN7 82VG00ERIN Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),Lenovo,32290,51.0,AMD,Ryzen 3,7.0,4.0,8.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
401,Asus BR1100CKA-GJ0746W Laptop (Celeron N4500/ 8GB/ 128GB SSD/ Win11 Home),Asus,16490,,Intel,Celeron,,2.0,,8.0,DDR4,128,0,11.6,1366x768,1049088.0,False,UHD Graphics,0,False,Windows 11,1
402,Asus Vivobook 16X K3605ZU-MB542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,75000,66.0,Intel,Core i5,12.0,8.0,12.0,16.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,RTX 4050,6,True,Windows 11,1
403,Asus Vivobook 16X K3605VU-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,89990,64.0,Intel,Core i5,13.0,12.0,16.0,16.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,RTX 4050,6,True,Windows 11,1
404,Lenovo IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,62999,63.0,Intel,Core i5,11.0,4.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
405,Asus Vivobook Go 14 E1404FA-NK543WS Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),Asus,45890,53.0,AMD,Ryzen 5,7.0,4.0,8.0,16.0,LPDDR5,512,0,14.0,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
406,HP 250 G9 7M657PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,33900,56.0,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,512,0,15.6,1366x768,1049088.0,False,Integrated,0,False,Windows 11,1
407,Lenovo IdeaPad Gaming 3 82SB00V5IN Laptop (AMD Ryzen 7 6800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,66990,64.0,AMD,Ryzen 7,6.0,8.0,16.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
408,Acer Aspire Lite 15 2023 AL15-51 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Acer,53499,60.0,Intel,Core i7,11.0,4.0,8.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
409,Lenovo Yoga 7 82YL0095IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,91190,70.0,Intel,Core i5,13.0,12.0,16.0,16.0,LPDDR5,1024,0,14.0,2880x1800,5184000.0,True,Iris Xe Graphics,0,False,Windows 11,1
410,Asus Vivobook Pro 15 OLED M6500QC-LK741WS Laptop (Ryzen 7 5800HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,73990,60.0,AMD,Ryzen 7,5.0,8.0,16.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
411,Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS),Acer,22490,,Intel,Celeron,,2.0,2.0,8.0,LPDDR4X,64,0,14.0,1080x1920,2073600.0,False,Integrated,0,False,Chrome OS,1
412,Asus Vivobook Go 14 E410KA-EK013W Laptop (Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),Asus,23990,,Intel,Celeron,,2.0,2.0,8.0,DDR4,256,0,14.0,1920x1080,2073600.0,False,Integrated,0,False,Unspecified,1
413,Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),Dell,54490,53.0,Intel,Core i3,13.0,6.0,8.0,8.0,LPDDR5,256,0,14.0,1920x1200,2304000.0,True,UHD Graphics,0,False,Windows 11,1
414,Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,48490,59.0,AMD,Ryzen 5,5.0,4.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
415,Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),Other,13990,,Intel,Celeron,,2.0,2.0,4.0,DDR4,128,0,14.1,1366x768,1049088.0,False,UHD Graphics,0,False,Windows 11,1
416,Dell Inspiron 3520 IN3520KTMFJS01ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,36490,54.0,Intel,Core i3,11.0,2.0,4.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
417,Zebronics Pro Series Z ZEB-NBC 4S 2023 Laptop (12th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),Other,31990,62.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
418,HP Omen 17-ck2011TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),HP,339999,,Intel,Core i9,13.0,24.0,32.0,32.0,DDR5,1024,0,17.3,2560x1440,3686400.0,False,RTX 4090,16,True,Windows 11,1
419,Primebook PBMTWIFI11064 Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS),Other,11990,,,,,8.0,,4.0,LPDDR4,0,64,11.6,1366x768,1049088.0,False,Integrated,0,False,Unspecified,1
420,Acer Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Acer,65990,60.0,Intel,Core i5,13.0,8.0,12.0,16.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
421,Acer One 11 Z8-284 UN.013SI.032 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),Acer,19990,,Intel,Celeron,,2.0,2.0,8.0,DDR4,256,0,11.6,1366x768,1049088.0,False,Integrated,0,False,Windows 11,1
422,Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),Other,40990,66.0,Intel,Core i7,12.0,10.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
423,HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,49990,57.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
424,Acer Nitro V ANV15-51 NH.QNASI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Acer,63990,59.0,Intel,Core i5,13.0,8.0,12.0,8.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
425,Ultimus Lite NU14U4INC54BN-CS Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),Other,15990,,Intel,Celeron,,2.0,2.0,8.0,DDR4,256,0,14.1,1366x768,1049088.0,False,UHD Graphics,0,False,Windows 11,1
426,HP Pavilion Plus ‎14-ey0789AU Laptop (AMD Ryzen 7 7840H/ 16GB/ 1TB SSD/ Win 11),HP,88990,69.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,LPDDR5x,1024,0,14.0,2880x1800,5184000.0,False,Integrated,0,False,Windows 11,1
