item_id,brand,model_name,price_inr,rating,processor_brand,num_cores,processor_speed_ghz,ram_gb,storage_gb,battery_mah,display_size_in,refresh_hz,front_camera_mp,rear_camera_mp,os_brand,is_5g,is_wifi
336,Samsung,Samsung Galaxy J Max Tablet,6750,4.4,Spreadtrum,4.0,1.5,5.0,8.0,4000.0,7.0,,2.0,8.0,,False,True
337,TCL,TCL Tab 10L Gen 2,9990,4.0,Helio,4.0,1.8,3.0,32.0,6000.0,10.1,,2.0,2.0,,False,True
338,Acer,Acer One 8 Tablet 2023,12999,4.0,Helio,4.0,,3.0,32.0,5100.0,8.7,,2.0,8.0,,False,True
339,Wishtel,Wishtel IRA T1030 4G Tablet,16383,4.0,Octa,8.0,2.0,4.0,64.0,8000.0,10.4,,8.0,13.0,,False,True
340,AGM,AGM Pad P1 Tablet,16499,4.0,Helio,8.0,2.2,8.0,256.0,7000.0,10.36,,5.0,8.0,,False,True
341,iKall,iKall N13 Plus,7499,4.1,Quad,4.0,1.3,3.0,32.0,4500.0,8.0,,2.0,5.0,,False,True
342,HTC,HTC A103 Plus Tablet,18990,4.0,Helio,8.0,2.0,4.0,64.0,6000.0,10.1,,5.0,5.0,,False,True
343,Teclast,Teclast T40S Tablet,14990,4.25,Helio,8.0,,8.0,128.0,6000.0,10.4,,5.0,13.0,Android,False,True
344,iKall,iKall N1 New Tablet,3299,4.25,Dual,2.0,1.2,0.512,4.0,3000.0,7.0,,0.3,2.0,,False,True
345,iKall,iKall N2 Pro New Tablet,3199,4.6,,,,0.512,4.0,2800.0,7.0,,0.3,2.0,,False,True
346,Doogee,Doogee R10 Tablet,19990,4.3,Helio,8.0,2.2,8.0,128.0,10800.0,10.36,,16.0,20.0,,False,True
347,TCL,TCL Tab 11 Tablet,15499,4.3,Helio,8.0,2.0,4.0,64.0,8000.0,10.95,,8.0,8.0,,False,True
348,iKall,iKall N16 4G Tablet,7199,4.0,Octa,8.0,1.6,3.0,32.0,4000.0,8.0,,5.0,8.0,Android,False,True
349,iKall,iKall N19 4G 2022 Tablet,7482,4.45,Octa,8.0,1.6,3.0,32.0,4000.0,8.0,,5.0,8.0,,False,True
350,Huawei,Huawei MatePad C5E,15999,4.5,Kirin,8.0,2.0,4.0,64.0,5100.0,10.1,,2.0,5.0,,False,True
351,Apple,Apple iPad Pro 11 2022 Tablet (Wi-Fi + 2TB),186124,4.45,Apple,8.0,,16.0,2000.0,7538.0,11.0,,12.0,12.0,iPadOS,False,True
352,Apple,Apple iPad Pro 12.9 2022 Tablet (Wi-Fi + 1TB),170190,4.1,Apple,8.0,,16.0,1000.0,10758.0,12.9,,12.0,12.0,iPadOS,False,True
353,Wishtel,Wishtel IRA T1015 4G Tablet,13000,4.75,Octa,8.0,2.0,3.0,32.0,7000.0,10.4,,5.0,8.0,,False,True
354,WishTel,WishTel IRA T803,11150,4.35,Quad,4.0,1.3,2.0,32.0,5500.0,8.0,,5.0,8.0,,False,True
355,Honor,Honor Tablet 8,15499,4.4,Snapdragon,8.0,2.4,4.0,128.0,7250.0,12.0,,5.0,5.0,,False,True
356,DOMO,DOMO Slate SLP9 Tablet,10439,4.1,,,,4.0,64.0,5020.0,10.1,,5.0,13.0,Android,False,True
357,Teclast,Teclast M40 Pro Tablet,16990,4.0,Tiger,8.0,2.0,6.0,128.0,7000.0,10.1,,5.0,8.0,,False,True
358,Teclast,Teclast M40 Air Tablet,17990,4.3,Helio,8.0,2.0,8.0,128.0,6000.0,10.1,,5.0,8.0,,False,True
359,iKall,iKall N9 Pro Tablet,3950,4.5,Quad,4.0,1.3,2.0,16.0,3000.0,7.0,,0.3,2.0,,False,True
360,DOMO,DOMO Slate SSM25 Tablet,8490,4.25,Helio,4.0,1.5,2.0,32.0,4020.0,8.0,,2.0,5.0,,False,True
361,Lenovo,Lenovo Tab K10 FHD Tablet (Wi-Fi + 32GB),9899,4.4,Helio,8.0,2.0,3.0,32.0,7500.0,10.3,,5.0,8.0,,False,True
362,Apple,Apple iPad Pro 12.9 2021 Tablet (1TB),171575,4.4,Apple,8.0,,16.0,1000.0,,12.9,,12.0,12.0,iOS,True,True
363,Honor,Honor Pad 7,15590,4.0,Helio,8.0,2.0,4.0,64.0,5100.0,10.1,,2.0,5.0,,False,True
364,Lenovo,Lenovo Tab M10 (Wi-Fi+32GB),11999,4.0,Snapdragon,8.0,1.8,3.0,32.0,7000.0,10.1,,5.0,8.0,,False,True
365,iBall,iBall iTAB BizniZ Tablet,9990,4.5,Cortex,8.0,1.2,2.0,32.0,7000.0,10.1,,8.0,8.0,,False,True
